Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjects,subjectTerms,FindACopy,Database
Sacrificing Africa for Climate Change,"  According to the World Bank, 24% of Africans have access to electricity and the typical business loses power for 56 days each year.",1520724392,Newspapers,"Rossiter, Caleb S",," Oxfam GB
813219 , Africa Action
813311 , International Bank for Reconstruction & Development--World Bank
928120 , Institute for Policy Studies
541720"," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," May 5, 2014",0099-9660, English, English, A.19," New York, N.Y.","May 5, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1520724392?accountid=14902, A.19,," Fossil fuels , Greenhouse effect , Global warming , Life expectancy , Climate change , United States--US , Africa",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Sacrificing+Africa+for+Climate+Change&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-05-05&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Rossiter%2C+Caleb+S&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"REVIEW --- The Scarcity Fallacy --- Ecologists worry that the world's resources come in fixed amounts that will run out, but we have broken through such limits again and again; How innovation improves the environment","  How many times have you heard that we humans are ""using up"" the world's resources, ""running out"" of oil, ""reaching the limits"" of the atmosphere's capacity to cope with pollution or ""approaching the carrying capacity"" of the land's ability to support a greater population? Ecologists can't seem to see that when whale oil starts to run out, petroleum is discovered, or that when farm yields flatten, fertilizer comes along, or that when glass fiber is invented, demand for copper falls.",1519017651,Newspapers,"Ridley, Matt",," World Wildlife Fund
813312"," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Apr 26, 2014",0099-9660, English, English, C.1," New York, N.Y.","Apr 26, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1519017651?accountid=14902, C.1,," Environmental protection , Carbon , Ecology , Population growth , Ecologists , Technological change , Environmental protection , Economists , Ecologists , Leape, Jim",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=REVIEW+---+The+Scarcity+Fallacy+---+Ecologists+worry+that+the+world%27s+resources+come+in+fixed+amounts+that+will+run+out%2C+but+we+have+broken+through+such+limits+again+and+again%3B+How+innovation+improves+the+environment&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-04-26&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=Ridley%2C+Matt&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Business &amp; Environment (A Special Report) --- Hungry for Power, Hungry for Innovation: There's money to be made at the intersection of business and the environment; But it isn't necessarily easy money","  Creating Environmental Capital] It may have been a celestial sign that, smack in the middle of The Wall Street Journal's ECO:nomics conference last week, a company called Opower Inc. launched its initial public offering.",1513710856,Newspapers,"Bussey, John",," Opower
541511 , SolarCity Corp
238220
333414 , Waste Management Inc
562111"," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Apr 9, 2014",0099-9660, English, English, R.1," New York, N.Y.","Apr 9, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1513710856?accountid=14902, R.1,," Acquisitions & mergers , Initial public offerings , Conferences , Series & special reports , Environmental protection , Innovations , Energy resources",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Business+%26amp%3B+Environment+%28A+Special+Report%29+---+Hungry+for+Power%2C+Hungry+for+Innovation%3A+There%27s+money+to+be+made+at+the+intersection+of+business+and+the+environment%3B+But+it+isn%27t+necessarily+easy+money&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-04-09&amp;volume=&amp;issue=&amp;spage=R.1&amp;au=Bussey%2C+John&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
How Climate Change Conquered the American Campus,  By largely ignoring it. Because the industry is oil and gas.,1513291231,Newspapers,"Tice, Paul H",,," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Apr 8, 2014",0099-9660, English, English, A.15," New York, N.Y.","Apr 8, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1513291231?accountid=14902, A.15,," Environmental protection , Energy policy , Petroleum industry , Curricula , Research centers , Colleges & universities , Climate change , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=How+Climate+Change+Conquered+the+American+Campus&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-04-08&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Tice%2C+Paul+H&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"REVIEW --- The Smart Way to Do Fracking --- Plug leaks, run more tests and build better wells","  [...]fracking is an industrial process, and its many critics have some real and legitimate concerns about its impact on the environment and the communities near the wells. Since we're fracking so much, what can we do to make it safer for people and the planet? I've asked this question, in one form or another, to hundreds of engineers, executives, academics and environmentalists since touring my first frack site more than a decade ago. ""When you keep methane in the pipe, not only is it the right thing to do, but you capture it for sale,"" says Ted Brown, senior vice president of Noble Energy Inc. The Houston company is the largest oil and gas producer in Colorado, which recently proposed new air-emission rules.",1512675663,Newspapers,"Gold, Russell",,," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Apr 5, 2014",0099-9660, English, English, C.3," New York, N.Y.","Apr 5, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1512675663?accountid=14902, C.3,," Energy industry , Hydraulic fracturing , Environmental impact , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=REVIEW+---+The+Smart+Way+to+Do+Fracking+---+Plug+leaks%2C+run+more+tests+and+build+better+wells&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-04-05&amp;volume=&amp;issue=&amp;spage=C.3&amp;au=Gold%2C+Russell&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Notable &amp; Quotable: Green Religion,"  The 94 year-old scientist, famous for his Gaia hypothesis that Earth is a self-regulating, single organism, also said that he had been too certain about the rate of global warming in his past book [""Revenge of Gaia,"" 2006], that ""it's just as silly to be a [climate] denier as it is to be a believer"" and that fracking and nuclear power should power the UK, not renewable sources such as windfarms. .",1511757505,Newspapers,Anonymous,,," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Feature," Apr 2, 2014",0099-9660, English, English, A.17," New York, N.Y.","Apr 2, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1511757505?accountid=14902, A.17,," Notable & quotable (wsj) , Vaughan, Adam",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Notable+%26amp%3B+Quotable%3A+Green+Religion&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-04-02&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Next In Tech: China's Wager: Pulling Energy From the Ocean,"  Making electricity from the sea still is far more costly than using coal, oil, nuclear reactors or wind, and some technologies being tested in China could prove impractical. Since 2010, Beijing has spent around one billion yuan, or roughly $160 million, on energy from the sea, says Wang Chuankun, a former head of the ocean-energy committee of the China Renewable Energy Society academic association.",1511498081,Newspapers,"Hall, Simon",," European Union
926110
928120 , Lockheed Martin Corp
336411
336413
336414
212319
334290 , Siemens AG
334517
334210
334220"," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Apr 1, 2014",0099-9660, English, English, B.5," New York, N.Y.","Apr 1, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1511498081?accountid=14902, B.5,," Energy policy , Surface water , Clean technology , Oceans , China",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Next+In+Tech%3A+China%27s+Wager%3A+Pulling+Energy+From+the+Ocean&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-04-01&amp;volume=&amp;issue=&amp;spage=B.5&amp;au=Hall%2C+Simon&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Corporate News: Exxon Defends Value of Reserves,  Exxon's view came as the United Nations Intergovernmental Panel on Climate Change issued a report Monday that found that global warming is already having an impact and called for steps to slow its effects.,1511497958,Newspapers,"Gilbert, Daniel",," Exxon Mobil Corp
447110
211111"," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Apr 1, 2014",0099-9660, English, English, B.7," New York, N.Y.","Apr 1, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1511497958?accountid=14902, B.7,," Climate change , Emissions , Federal regulation , Natural gas reserves , Oil reserves , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Corporate+News%3A+Exxon+Defends+Value+of+Reserves&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-04-01&amp;volume=&amp;issue=&amp;spage=B.7&amp;au=Gilbert%2C+Daniel&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. News: Obama Orders Tighter Curbs on Methane,"  The Obama administration on Friday directed several federal agencies to clamp down on emissions of methane, a potent greenhouse gas emitted from natural gas and other industries, fleshing out an initiative that attempts to address environmental concerns without harming the nation's booming natural-gas industry.",1511071064,Newspapers,"Harder, Amy",," Americas Natural Gas Alliance
813910 , Environmental Protection Agency--EPA
924110 , American Petroleum Institute
813910
541820"," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Mar 29, 2014",0099-9660, English, English, A.3," New York, N.Y.","Mar 29, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1511071064?accountid=14902, A.3,," Energy policy , Coal-fired power plants , Environmental protection , Industrial plant emissions , Methane , United States--US , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Obama+Orders+Tighter+Curbs+on+Methane&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-03-29&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Harder%2C+Amy&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Japan's Answer to Fukushima: Coal --- Many Nuclear Plants Are Too Expensive to Retrofit While Carbon Dioxide Emissions Continue to Climb,"  Nippon Steel Sumitomo Metal Corp., the nation's largest steelmaker, and Electric Power Development Co. in December set up a joint venture to build and operate a 640-megawatt coal power plant northeast of Tokyo.",1510675992,Newspapers,"Iwata, Mari",,," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Mar 28, 2014",0099-9660, English, English, B.6," New York, N.Y.","Mar 28, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1510675992?accountid=14902, B.6,," Coal-fired power plants , Japan",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Japan%27s+Answer+to+Fukushima%3A+Coal+---+Many+Nuclear+Plants+Are+Too+Expensive+to+Retrofit+While+Carbon+Dioxide+Emissions+Continue+to+Climb&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-03-28&amp;volume=&amp;issue=&amp;spage=B.6&amp;au=Iwata%2C+Mari&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
The Democratic Civil War Over Energy,"  Since this president cares about nothing so much as winning elections, he's sat on the pipeline for five years. With all this Democratic love for natural gas, Ms. Landrieu was hard pressed to get attention for her own announcement that she is devoting her first hearing as new chairman of the Senate Energy and Natural Resources Committee to the benefits of more oil and gas exports.",1508924455,Newspapers,"Strassel, Kimberley A",," Center for Biological Diversity
813312 , Sierra Club
813312 , Democratic Party
813940"," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Mar 21, 2014",0099-9660, English, English, A.11," New York, N.Y.","Mar 21, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1508924455?accountid=14902, A.11,," Natural gas , Exports , Pipelines , Hydraulic fracturing , US exports , Energy policy , Congressional elections , Ukraine , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Democratic+Civil+War+Over+Energy&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-03-21&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Strassel%2C+Kimberley+A&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. News --- CAPITAL JOURNAL: Energy Exports as a Foreign-Policy Tool,  [...]the U.S. has the opportunity now to overturn decades of outdated policy and lift a virtual ban on crude oil exports.,1505450456,Newspapers,"Seib, Gerald F",,," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Mar 11, 2014",0099-9660, English, English, A.4," New York, N.Y.","Mar 11, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1505450456?accountid=14902, A.4,," US exports , Natural gas , Energy policy , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News+---+CAPITAL+JOURNAL%3A+Energy+Exports+as+a+Foreign-Policy+Tool&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-03-11&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Seib%2C+Gerald+F&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. News: Rare Detente: New EPA Chief and Industry --- Executives Say Gina McCarthy's Willingness to Listen -- and Make Concessions -- Sets a Different Tone on Regulations,  U.S. energy companies don't see eye to eye with the Obama administration's Environmental Protection Agency. Mr. Inhofe hosted two meetings last year between Ms. McCarthy and executives of Devon Energy Corp. They told Ms. McCarthy the EPA was overestimating the level of greenhouse-gas emissions from hydraulically fracked wells in an annual report to the United Nations.,1504716655,Newspapers,"Lee, Carol E",," Congress
921120 , American Fuel & Petrochemical Manufacturers
813910 , National Association of Manufacturers
813910 , Environmental Protection Agency--EPA
924110"," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Mar 7, 2014",0099-9660, English, English, A.4," New York, N.Y.","Mar 7, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1504716655?accountid=14902, A.4,," Environmental protection , Environmental regulations , Industrial plant emissions , Pipelines , Business government relations , Hydraulic fracturing , Management styles , United States--US , Drevna, Charles , Eisenberg, Ross , Jackson, Lisa P , McCarthy, Gina",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Rare+Detente%3A+New+EPA+Chief+and+Industry+---+Executives+Say+Gina+McCarthy%27s+Willingness+to+Listen+--+and+Make+Concessions+--+Sets+a+Different+Tone+on+Regulations&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-03-07&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Lee%2C+Carol+E&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Unusual Allies on Green Legislation,"  In Colorado late last year, our organizations, Noble Energy and Environmental Defense Fund, came together with two of the state's other largest energy producers, Anadarko Petroleum Corp. and Encana Corp., to support new state air regulations -- the strongest rules governing oil and natural gas emissions in the U.S. We believe this rare and effective collaboration between what some might call unlikely allies represents a model for others to follow when developing regulations to effectively address air quality and climate change. [...]with burgeoning new supplies of shale gas reducing prices for the resource, the nation has seen a shift from coal to natural gas for electricity generation -- a transition that has helped reduce carbon-dioxide emissions in the U.S. to the lowest levels since 1992.",1504362656,Newspapers,"Krupp, Fred;Davidson, Charles",," Anadarko Petroleum Corp
211111 , Noble Energy Inc
211111 , Environmental Defense Fund
541720
813312"," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Mar 6, 2014",0099-9660, English, English, A.15," New York, N.Y.","Mar 6, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1504362656?accountid=14902, A.15,," Emissions , Air pollution , Quality control , Regulation , Volatile organic compounds--VOCs , Electricity generation , Outdoor air quality , Energy policy , United States--US , Colorado",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Unusual+Allies+on+Green+Legislation&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-03-06&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Krupp%2C+Fred%3BDavidson%2C+Charles&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Obama and the 'Little Guy',"  According to Electric Power Monthly, a publication of the U.S. Energy Information Administration, the average cost of a kilowatt-hour last November was 12.09 cents, up 2.9% from 11.75 a year earlier and 39% from 8.72 in 2003. Utility use of cheap coal and petroleum is declining as Mr. Obama's Environmental Protection Agency applies ever more stringent controls on carbon emissions, and as the president showers subsidies on ""renewable"" sources like wind and solar.",1502965922,Newspapers,"Melloan, George",," Environmental Protection Agency--EPA
924110"," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Feb 28, 2014",0099-9660, English, English, A.13," New York, N.Y.","Feb 28, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1502965922?accountid=14902, A.13,," Emissions , Energy management , Energy policy , Climate change , Carbon , Electricity distribution , Capital costs , Energy policy , Income inequality , United States--US , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Obama+and+the+%27Little+Guy%27&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-02-28&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Melloan%2C+George&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Corporate News: Nuclear Plants to Get Loan Guarantees,"  The strategy, which includes natural gas, oil, coal, solar and renewable fuels, has raised concerns among some environmental groups who want Mr. Obama to focus on renewable energy such as solar and wind power.",1499504754,Newspapers,"Mundy, Alicia",," Department of Energy
926130 , Southern Co
221112
221122"," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Feb 19, 2014",0099-9660, English, English, B.7," New York, N.Y.","Feb 19, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1499504754?accountid=14902, B.7,," Environmental protection , Energy policy , Regulatory approval , Nuclear reactors , Guaranteed loans , Three Mile Island , Pennsylvania , Georgia , Obama, Barack , Moniz, Ernest J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Corporate+News%3A+Nuclear+Plants+to+Get+Loan+Guarantees&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-02-19&amp;volume=&amp;issue=&amp;spage=B.7&amp;au=Mundy%2C+Alicia&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Global Finance: Banks Feel Heat on Climate-Change Issue --- Socially Minded Investors Seek Disclosures on Loans to Companies That Contribute to Greenhouse-Gas Emissions,"  The pressure on banks gained traction after a Securities and Exchange Commission decision last year allowed shareholders to advance a climate-change resolution at PNC Financial Services Group Inc. Agency staff denied PNC's request to ignore a proposal that sought to shed light on the Pittsburgh-based bank's role as a lender to the coal industry in Appalachia, saying the resolution ""focuses on the significant policy issue of climate change.""",1494676579,Newspapers,"Ackerman, Andrew",,," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Feb 6, 2014",0099-9660, English, English, C.3," New York, N.Y.","Feb 6, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1494676579?accountid=14902, C.3,," Disclosure , Corporate finance , Emissions , Greenhouse gases , Climate change , Financial services , Social investing , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Global+Finance%3A+Banks+Feel+Heat+on+Climate-Change+Issue+---+Socially+Minded+Investors+Seek+Disclosures+on+Loans+to+Companies+That+Contribute+to+Greenhouse-Gas+Emissions&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-02-06&amp;volume=&amp;issue=&amp;spage=C.3&amp;au=Ackerman%2C+Andrew&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
The Real Climate 'Deniers' Are the Greens,"  In December 2012, Robert F. Kennedy Jr., a senior attorney for the Natural Resources Defense Council, co-wrote an op-ed in the New York Times in which he claimed that Germany's solar-energy efforts should be copied by the U.S. because a ""transition to renewable power could create millions of domestic jobs"" and take a ""substantial bite"" out of America's greenhouse-gas emissions. According to an October report from energy publisher Platts, some 7,300 megawatts of new coal plants will be brought online by next year.",1493612822,Newspapers,"Bryce, Robert",," New York Times Co
511110
511120
515112
515120 , Natural Resources Defense Council
813312"," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Feb 3, 2014",0099-9660, English, English, A.15," New York, N.Y.","Feb 3, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1493612822?accountid=14902, A.15,," Emissions , Environmental protection , Natural gas , Energy policy , Alternative energy sources , Environmental protection , Energy policy , Alternative energy sources , United States--US , Germany , Europe , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Real+Climate+%27Deniers%27+Are+the+Greens&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-02-03&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Bryce%2C+Robert&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Obama Seeks To Jump-Start Stalled Plans --- President Vows Executive Action on Wages, Savings; GOP Warns He's Overreaching","  President Barack Obama, seeking to restore confidence in his leadership, declared in his State of the Union address Tuesday that he would use executive power to try to narrow the gap between rich and poor and speed the nation's economic recovery. Mr. Obama said Tuesday that he would sign an executive order in the coming weeks to raise the federal minimum wage for employees on new federal contracts, a move that would affect a fraction of low-wage workersjanitors and laundry workers on military bases, among others, the White House said.",1492215702,Newspapers,"Lee, Carol E;Nicholas, Peter",,," (c) 2014 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Jan 29, 2014",0099-9660, English, English, A.1," New York, N.Y.","Jan 29, 2014",Wall Street Journal,2014,https://search.proquest.com/docview/1492215702?accountid=14902, A.1,," Minimum wage , Presidents , Upward mobility , Executive privilege , State of the Union Address , United States--US , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Obama+Seeks+To+Jump-Start+Stalled+Plans+---+President+Vows+Executive+Action+on+Wages%2C+Savings%3B+GOP+Warns+He%27s+Overreaching&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2014-01-29&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Lee%2C+Carol+E%3BNicholas%2C+Peter&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
